event,mean_mean_nnd,mean_sd_nnd,sd_mean_nnd,mean_pol,sd_pol,cv_speed,mean_sd_front,mean_mean_bangl,mean_shape,sd_shape,species
3,2.272660186,1.255959511,0.516564794,0.998639709,0.002565587,0.110090919,0.286760923,1.435589625,0.5484893,0.475568407,pigeons
4,2.637117344,1.524534864,0.415712034,0.997846522,0.002957057,0.090195518,0.257536258,1.415964526,0.35832593,0.358040419,pigeons
6,6.779082557,11.42087414,0.097777076,0.998019571,0.003007235,0.074767632,0.290526907,1.815010331,0.225338057,0.182982203,pigeons
7,5.346881531,8.392459602,0.597410231,0.99624507,0.010198433,0.076298274,0.286920904,1.363228961,0.479265405,0.397247071,pigeons
8,2.627892945,1.51771704,0.455952915,0.998561225,0.001618839,0.093477034,0.263453238,1.606382404,0.438817191,0.384190257,pigeons
9,2.063212063,1.898683435,0.844745059,0.998892587,0.001446295,0.134447323,0.279048373,1.357403035,0.583365358,0.425048964,pigeons
10,1.816146379,1.678182656,0.387161633,0.995898972,0.006427263,0.084662498,0.294048691,1.560742383,0.666427151,0.482526304,pigeons
11,1.773744446,1.706825012,0.642194391,0.998305168,0.003344078,0.071577069,0.265338145,1.487725611,0.37850552,0.398881712,pigeons
12,2.318807718,2.215125104,0.874062576,0.994875699,0.022655096,0.066224232,0.314462178,1.447117998,0.690718104,0.462803511,pigeons
14,2.995890082,1.858848793,1.207340057,0.996241754,0.006106217,0.088310835,0.26014669,1.556204069,0.437375913,0.253526675,pigeons
15,2.934476531,2.421216641,0.521600709,0.996098974,0.00653418,0.066478677,0.256286601,1.388552157,0.786530411,0.519118174,pigeons
16,1.841384545,2.362338269,0.477706472,0.997371549,0.007757262,0.070309487,0.287514448,1.533374247,0.590179298,0.316906326,pigeons
5,0.464031707,0.186492016,0.120470442,0.899547655,0.158105319,0.319179798,0.265649944,1.527335296,1.070515104,0.453004342,fish
25,0.487447796,0.230907085,0.114649686,0.825874717,0.225352656,0.354370121,0.302006253,1.617839093,1.084045308,0.358493793,fish
27,0.551401718,0.244969412,0.160474341,0.885984179,0.153830301,0.391609477,0.293380152,1.556733036,1.21071145,0.378581969,fish
53,0.418328393,0.165820359,0.125671415,0.93700389,0.101162251,0.269644425,0.30807824,1.488666422,1.080021568,0.391445387,fish
128,0.478904952,0.145645155,0.143777461,0.927110668,0.088365171,0.316476012,0.291893458,1.593651655,1.320155499,0.220476662,fish
131,0.49578401,0.164553139,0.151520079,0.909706736,0.10637681,0.295143641,0.325016817,1.604778997,1.297472594,0.298706017,fish
254,0.495465571,0.192513136,0.132897825,0.861600867,0.173093328,0.372448484,0.280374896,1.564482526,1.003600153,0.43844305,fish
269,0.617689239,0.3654715,0.268996954,0.810103028,0.203968868,0.353491912,0.282349885,1.605085138,0.926030108,0.45701664,fish
270,0.507914871,0.177675389,0.182907776,0.892818078,0.145887571,0.324271383,0.2926355,1.611114181,1.173004382,0.384784607,fish
279,0.484967827,0.179215035,0.199131275,0.826132893,0.182062757,0.459542424,0.286872563,1.524397164,0.822299391,0.478948463,fish
288,0.475229197,0.269750837,0.222058235,0.793149933,0.237737048,0.455142793,0.269271816,1.615191306,1.027502845,0.42994607,fish
301,0.628685602,0.339038363,0.243993866,0.838742565,0.192114353,0.493805324,0.271050722,1.526701111,0.821231104,0.475253614,fish
302,0.586663028,0.261525132,0.17334033,0.86763073,0.169801297,0.421273176,0.274590081,1.374797155,1.157659176,0.328404295,fish
309,0.496530707,0.19729434,0.12464014,0.854558812,0.17359731,0.462238988,0.315919108,1.497773158,1.178154162,0.333544231,fish
319,0.583457676,0.279868734,0.119242432,0.841680268,0.199860681,0.564567251,0.300915249,1.50107823,0.750999874,0.527733147,fish
331,0.539204801,0.218013111,0.152775277,0.825302589,0.202036487,0.471599495,0.316782818,1.418796865,1.182740811,0.347602895,fish
340,0.560092743,0.168066921,0.126547275,0.914193933,0.122599574,0.422823499,0.26023168,1.4781192,0.95471021,0.46872572,fish
354,0.594598294,0.229440354,0.225703865,0.812368562,0.199648494,0.548254025,0.273511695,1.557633183,0.792269104,0.458040153,fish
361,0.54213355,0.227809714,0.210550753,0.840760437,0.171127333,0.405490884,0.288137986,1.576136108,1.062032732,0.390065243,fish
373,0.67670949,0.261709082,0.193220798,0.801997329,0.212887167,0.388977794,0.275913901,1.590283585,0.797836154,0.450483507,fish
375,0.619035314,0.213396476,0.137639942,0.839820024,0.168288133,0.314139976,0.274997665,1.696223202,0.933259084,0.519832997,fish
376,0.60885401,0.254724872,0.159424258,0.82500568,0.180290793,0.395642093,0.269789393,1.507579995,1.249442447,0.288479649,fish
377,0.554944589,0.16486046,0.185019542,0.891118085,0.151572757,0.369055471,0.28943469,1.575962134,0.975045248,0.409108424,fish
423,0.694146858,0.413848439,0.273204316,0.804327528,0.204765558,0.498434787,0.283723325,1.628049839,0.964483834,0.396981867,fish
430,0.526448764,0.17110371,0.128251843,0.808247839,0.20816852,0.514452583,0.258407981,1.518522995,0.800114377,0.444648458,fish
432,0.462558474,0.201372585,0.141398689,0.83133208,0.212424143,0.439571503,0.259529345,1.578767092,0.956376169,0.484927878,fish
435,0.444485384,0.137121901,0.085117046,0.8384385,0.198818856,0.482156184,0.283640135,1.532791641,1.101511371,0.39617888,fish
465,0.666024171,0.257972171,0.208277212,0.826745789,0.206908228,0.476346443,0.271514752,1.612068521,0.965772419,0.471269992,fish
481,0.656615358,0.221629225,0.14185788,0.846811549,0.153620272,0.312930211,0.29300168,1.387253275,0.941066489,0.430502558,fish
514,0.485155021,0.149153692,0.088336024,0.856874717,0.160991671,0.484444906,0.24928627,1.537325302,0.925887969,0.445755825,fish
517,0.531571741,0.159435353,0.189428042,0.861011161,0.180443404,0.525493228,0.293998118,1.487857327,1.129293758,0.368643644,fish
525,0.665053488,0.290801083,0.162966164,0.803017416,0.19080611,0.485023011,0.311108721,1.504125941,1.092913469,0.399276275,fish
527,0.595331723,0.171045391,0.180915122,0.852079859,0.188624142,0.557340009,0.280109937,1.626071251,1.014149936,0.443278566,fish
530,0.677325739,0.238417112,0.18737886,0.840887107,0.172300987,0.356269313,0.301086836,1.57506863,1.166995793,0.334742197,fish
533,0.736688305,0.238591789,0.236302785,0.831868245,0.150778144,0.392109176,0.318231601,1.504028005,1.315437959,0.233890598,fish
534,0.579683567,0.262261896,0.134540637,0.86758617,0.163134578,0.367120015,0.299942718,1.672983667,1.299785428,0.242609493,fish
540,0.639725681,0.243095198,0.198069653,0.842381176,0.146610743,0.348631769,0.293157054,1.532717845,1.123883986,0.383125862,fish
4,0.992116914,0.551078713,0,0.987244593,0.068525843,4.185866169,0.289554364,1.559464936,0.869043519,0.403659135,pigeonoids
8,0.991105625,0.534411082,0,0.982334583,0.060836684,2.844707543,0.287232834,1.538445554,0.564680097,0.449838737,pigeonoids
21,1.095304706,0.593370401,0,0.9830187,0.026819633,1.556253861,0.283952775,1.59121474,0.474197628,0.425118872,pigeonoids
38,1.039572798,0.550886668,0,0.979571369,0.062417783,2.709579793,0.288494042,1.541235647,0.50735611,0.390046495,pigeonoids
52,0.899525143,0.512661804,0,0.977838163,0.028496828,1.200265168,0.287107859,1.576269993,0.868248138,0.580235838,pigeonoids
60,1.075453149,0.54241434,0,0.980803264,0.025477778,1.18477439,0.289358865,1.58759299,0.41694885,0.456577062,pigeonoids
78,1.078111162,0.638464784,0,0.993982774,0.00204566,0.007689575,0.281527334,1.560736243,0.312982358,0.205884463,pigeonoids
97,1.073917956,0.511074915,0,0.97896548,0.036399048,1.688096143,0.280181607,1.574021562,0.518020524,0.525446109,pigeonoids
116,1.110150472,0.592931119,0,0.981025129,0.028214202,1.396428825,0.28409071,1.544892718,0.696758271,0.539477668,pigeonoids
134,1.024190688,0.54486994,0,0.978857833,0.026227424,1.340622928,0.279721624,1.565279999,0.520321256,0.5501895,pigeonoids
153,0.919377794,0.525109673,0,0.986106541,0.05923208,4.183477515,0.290432567,1.600367041,1.155956224,0.370148222,pigeonoids
157,0.994032246,0.533523671,0,0.987523534,0.046557995,3.772635202,0.289334661,1.609710614,0.706006317,0.458930607,pigeonoids
161,1.054204092,0.527745978,0,0.984839048,0.008185498,0.00662945,0.28121407,1.569254075,0.399139423,0.270520395,pigeonoids
179,0.948357631,0.552997856,0,0.985570744,0.037383195,2.125091906,0.288902025,1.595554284,0.784801231,0.428553996,pigeonoids
185,0.979915528,0.547312054,0,0.992767127,0.002670061,0.008330233,0.286817326,1.589864671,0.398335234,0.250976466,pigeonoids
199,0.965069667,0.504447151,0,0.991974779,0.017727839,1.679643873,0.287033007,1.571133329,0.790177214,0.500963519,pigeonoids
221,1.0228721,0.517226573,0,0.992402667,0.004045833,0.005911069,0.282790147,1.58993845,0.290288495,0.230548084,pigeonoids
237,0.973852451,0.51905827,0,0.978477673,0.027715038,1.437487559,0.285381459,1.552384093,0.568515995,0.438402196,pigeonoids
257,1.018495055,0.512894034,0,0.988118002,0.007817161,0.007257416,0.289611942,1.54658323,0.584102747,0.275493399,pigeonoids
278,1.061000305,0.602666007,0,0.987658764,0.051394669,3.822633039,0.288013743,1.636309451,0.497506176,0.34776461,pigeonoids
281,0.967020173,0.515323994,0,0.979691311,0.019825602,1.128120954,0.28232838,1.576678117,0.544772326,0.483610436,pigeonoids
300,0.984255148,0.537611967,0,0.992180539,0.003004455,0.008009348,0.288398087,1.547445557,0.375099078,0.226741507,pigeonoids
317,0.980565822,0.58673398,0,0.993141906,0.001710078,0.007874641,0.291350986,1.609946924,0.408368677,0.237631196,pigeonoids
331,1.090991712,0.596792921,0,0.991265151,0.006642411,0.678184116,0.293403429,1.531873421,0.351464747,0.475527331,pigeonoids
346,0.978752693,0.535587365,0,0.989737128,0.044224655,4.575875729,0.291948417,1.597370733,0.914070761,0.465946467,pigeonoids
349,0.93411121,0.554310259,0,0.988640361,0.035521206,4.058377426,0.289817502,1.51720575,1.103972562,0.353757401,pigeonoids
353,1.018878076,0.542550373,0,0.986446809,0.067058756,3.917484299,0.292214487,1.608130376,0.716735216,0.490547906,pigeonoids
358,1.003300207,0.559252796,0,0.986299855,0.055444382,3.70879461,0.29229641,1.555775423,0.867866226,0.473663569,pigeonoids
360,1.065708653,0.556644484,0,0.992662332,0.025571126,4.892422431,0.290357374,1.580929872,0.52235226,0.385992027,pigeonoids
365,1.010502064,0.537950261,0,0.989279181,0.034805372,3.994333715,0.288993724,1.516959879,0.818745071,0.458953086,pigeonoids
368,0.873359992,0.524105458,0,0.985785342,0.062143603,4.467050171,0.293716641,1.553894572,1.224685813,0.319897765,pigeonoids
371,1.006880799,0.511394381,0,0.9923014,0.033806392,4.419668068,0.288349158,1.583718686,0.666900494,0.447078739,pigeonoids
377,0.942425714,0.569097414,0,0.988018186,0.05817283,4.400308499,0.288031572,1.516130271,0.94060172,0.405313004,pigeonoids
386,0.979645267,0.526539825,0,0.986337831,0.068817447,4.437648193,0.291369374,1.578803773,0.841268505,0.463102811,pigeonoids
387,1.065489216,0.588690768,0,0.957881539,0.045207006,1.104890255,0.285994129,1.597275701,1.019360017,0.614954806,pigeonoids
404,0.995832118,0.580784756,0,0.97957301,0.039492929,1.859386205,0.287096654,1.590234189,0.683340715,0.506804431,pigeonoids
418,0.926807086,0.509566133,0,0.978887135,0.032355636,1.598184697,0.293489462,1.595699971,0.767409502,0.470961278,pigeonoids
428,1.022594708,0.553591072,0,0.978974124,0.033484559,1.5096667,0.287003627,1.594626619,0.593225983,0.575041426,pigeonoids
446,1.015806865,0.531631894,0,0.983648336,0.026272772,1.471791177,0.282040417,1.566824446,0.565328103,0.426438265,pigeonoids
462,0.984257727,0.57291743,0,0.987206522,0.05043981,4.31473313,0.29280072,1.528001143,1.029538723,0.402851584,pigeonoids
465,1.037376834,0.518164919,0,0.984214298,0.026985728,1.721474269,0.277700942,1.578504045,0.514299492,0.386383675,pigeonoids
485,1.009627065,0.515548591,0,0.966941506,0.035129203,1.226006146,0.299543669,1.596823894,0.785276205,0.59781984,pigeonoids
500,0.969696326,0.51959397,0,0.983964469,0.055489834,3.117962336,0.286142742,1.581105749,0.497204483,0.312276624,pigeonoids
536,1.000803038,0.517022907,0,0.98343172,0.025092888,1.428411901,0.279873677,1.573126006,0.662956618,0.456015728,pigeonoids
554,1.041245804,0.667268453,0,0.982175555,0.02279288,1.346889087,0.29634638,1.622876353,0.575688195,0.421251557,pigeonoids
569,0.935879621,0.522416944,0,0.989075884,0.059393659,4.518955894,0.289191678,1.535930313,1.016456574,0.375211131,pigeonoids
576,0.922867606,0.533563288,0,0.9876397,0.055511934,4.637409213,0.286291278,1.511035191,1.137502707,0.363510504,pigeonoids
592,0.969994423,0.512491354,0,0.983102348,0.066308754,3.656257705,0.286025347,1.595061243,0.840944754,0.44650364,pigeonoids
598,0.986918563,0.540613746,0,0.983871256,0.06872022,3.699210737,0.28880781,1.605682578,0.837297237,0.479347007,pigeonoids
